vtx-A03-17-n2-0	Δ = 17	bi.bi = -2	b0.bi = 0	hypers = 8 x (irr-A3-4)
vtx-A03-343-99-29	Δ = 343	bi.bi = 99	b0.bi = 29	hypers = 28 x (irr-A3-4) + 21 x (irr-A3-6) + 2 x (irr-A3-15) + 2 x (irr-A3-45)
vtx-A03-343-99-31-e	Δ = 343	bi.bi = 99	b0.bi = 31	hypers = 36 x (irr-A3-4) + 3 x (irr-A3-6) + 4 x (irr-A3-10) + 2 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-343-99-31-g	Δ = 343	bi.bi = 99	b0.bi = 31	hypers = 34 x (irr-A3-4) + 2 x (irr-A3-6) + 3 x (irr-A3-10) + 4 x (irr-A3-15) + 4 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-343-99-31-k	Δ = 343	bi.bi = 99	b0.bi = 31	hypers = 35 x (irr-A3-4) + 3 x (irr-A3-6) + 4 x (irr-A3-10) + 3 x (irr-A3-20a) + 3 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-343-99-31-m	Δ = 343	bi.bi = 99	b0.bi = 31	hypers = 37 x (irr-A3-4) + 3 x (irr-A3-6) + 4 x (irr-A3-10) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-343-100-30-a	Δ = 343	bi.bi = 100	b0.bi = 30	hypers = 39 x (irr-A3-4) + 6 x (irr-A3-6) + 3 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-343-100-30-b	Δ = 343	bi.bi = 100	b0.bi = 30	hypers = 39 x (irr-A3-4) + 7 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
vtx-A03-343-100-30-c	Δ = 343	bi.bi = 100	b0.bi = 30	hypers = 38 x (irr-A3-4) + 6 x (irr-A3-6) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-343-100-30-d	Δ = 343	bi.bi = 100	b0.bi = 30	hypers = 38 x (irr-A3-4) + 7 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-343-105-31-a	Δ = 343	bi.bi = 105	b0.bi = 31	hypers = 37 x (irr-A3-4) + 6 x (irr-A3-6) + 3 x (irr-A3-10) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-343-105-31-d	Δ = 343	bi.bi = 105	b0.bi = 31	hypers = 38 x (irr-A3-4) + 6 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
vtx-A03-343-110-32-a	Δ = 343	bi.bi = 110	b0.bi = 32	hypers = 36 x (irr-A3-4) + 4 x (irr-A3-6) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 4 x (irr-A3-20b) + 3 x (irr-A3-20c)
vtx-A03-343-110-32-b	Δ = 343	bi.bi = 110	b0.bi = 32	hypers = 8 x (irr-A3-4) + 26 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-15) + 2 x (irr-A3-45)
vtx-A03-343-110-32-c	Δ = 343	bi.bi = 110	b0.bi = 32	hypers = 10 x (irr-A3-4) + 28 x (irr-A3-6) + 2 x (irr-A3-15) + 1 x (irr-A3-20c) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
vtx-A03-343-110-32-d	Δ = 343	bi.bi = 110	b0.bi = 32	hypers = 35 x (irr-A3-4) + 4 x (irr-A3-6) + 4 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-343-110-32-f	Δ = 343	bi.bi = 110	b0.bi = 32	hypers = 35 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-343-110-32-g	Δ = 343	bi.bi = 110	b0.bi = 32	hypers = 9 x (irr-A3-4) + 28 x (irr-A3-6) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-343-112-36-a	Δ = 343	bi.bi = 112	b0.bi = 36	hypers = 8 x (irr-A3-4) + 1 x (irr-A3-6) + 9 x (irr-A3-10) + 2 x (irr-A3-15) + 7 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-343-112-36-b	Δ = 343	bi.bi = 112	b0.bi = 36	hypers = 8 x (irr-A3-4) + 8 x (irr-A3-10) + 6 x (irr-A3-15) + 3 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-343-112-36-c	Δ = 343	bi.bi = 112	b0.bi = 36	hypers = 7 x (irr-A3-4) + 8 x (irr-A3-10) + 6 x (irr-A3-15) + 4 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-343-112-36-d	Δ = 343	bi.bi = 112	b0.bi = 36	hypers = 9 x (irr-A3-4) + 1 x (irr-A3-6) + 9 x (irr-A3-10) + 2 x (irr-A3-15) + 6 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-343-115-33-c	Δ = 343	bi.bi = 115	b0.bi = 33	hypers = 37 x (irr-A3-4) + 3 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-20b) + 1 x (irr-A3-20c) + 2 x (irr-A3-36)
vtx-A03-343-115-33-d	Δ = 343	bi.bi = 115	b0.bi = 33	hypers = 35 x (irr-A3-4) + 3 x (irr-A3-6) + 6 x (irr-A3-10) + 2 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
vtx-A03-343-115-33-g	Δ = 343	bi.bi = 115	b0.bi = 33	hypers = 35 x (irr-A3-4) + 3 x (irr-A3-6) + 2 x (irr-A3-10) + 2 x (irr-A3-20a) + 4 x (irr-A3-20b) + 3 x (irr-A3-20c)
vtx-A03-343-115-33-h	Δ = 343	bi.bi = 115	b0.bi = 33	hypers = 34 x (irr-A3-4) + 2 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-343-115-33-k	Δ = 343	bi.bi = 115	b0.bi = 33	hypers = 36 x (irr-A3-4) + 3 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-20a) + 4 x (irr-A3-20b) + 2 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-343-115-33-m	Δ = 343	bi.bi = 115	b0.bi = 33	hypers = 35 x (irr-A3-4) + 2 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-343-115-33-n	Δ = 343	bi.bi = 115	b0.bi = 33	hypers = 34 x (irr-A3-4) + 3 x (irr-A3-6) + 6 x (irr-A3-10) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-343-120-32	Δ = 343	bi.bi = 120	b0.bi = 32	hypers = 27 x (irr-A3-4) + 20 x (irr-A3-6) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 2 x (irr-A3-45)
vtx-A03-343-120-34-b	Δ = 343	bi.bi = 120	b0.bi = 34	hypers = 33 x (irr-A3-4) + 1 x (irr-A3-6) + 3 x (irr-A3-10) + 2 x (irr-A3-15) + 5 x (irr-A3-20b) + 3 x (irr-A3-20c)
vtx-A03-343-125-35-a	Δ = 343	bi.bi = 125	b0.bi = 35	hypers = 32 x (irr-A3-4) + 5 x (irr-A3-10) + 1 x (irr-A3-20a) + 5 x (irr-A3-20b) + 3 x (irr-A3-20c)
vtx-A03-343-125-35-b	Δ = 343	bi.bi = 125	b0.bi = 35	hypers = 31 x (irr-A3-4) + 9 x (irr-A3-10) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-343-125-35-h	Δ = 343	bi.bi = 125	b0.bi = 35	hypers = 33 x (irr-A3-4) + 5 x (irr-A3-10) + 5 x (irr-A3-20b) + 2 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-343-128-32	Δ = 343	bi.bi = 128	b0.bi = 32	hypers = 11 x (irr-A3-4) + 29 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-343-132-34-c	Δ = 343	bi.bi = 132	b0.bi = 34	hypers = 34 x (irr-A3-4) + 2 x (irr-A3-6) + 6 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-343-132-34-d	Δ = 343	bi.bi = 132	b0.bi = 34	hypers = 35 x (irr-A3-4) + 2 x (irr-A3-6) + 6 x (irr-A3-15) + 1 x (irr-A3-20c) + 1 x (irr-A3-36) + 1 x (irr-A3-60)
vtx-A03-343-135-33-a	Δ = 343	bi.bi = 135	b0.bi = 33	hypers = 41 x (irr-A3-4) + 9 x (irr-A3-6) + 1 x (irr-A3-20a) + 3 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-343-135-33-b	Δ = 343	bi.bi = 135	b0.bi = 33	hypers = 42 x (irr-A3-4) + 9 x (irr-A3-6) + 2 x (irr-A3-20c) + 1 x (irr-A3-36) + 1 x (irr-A3-60)
vtx-A03-343-135-37-e	Δ = 343	bi.bi = 135	b0.bi = 37	hypers = 8 x (irr-A3-4) + 1 x (irr-A3-6) + 16 x (irr-A3-15) + 1 x (irr-A3-20c) + 1 x (irr-A3-60)
vtx-A03-343-135-37-f	Δ = 343	bi.bi = 135	b0.bi = 37	hypers = 4 x (irr-A3-4) + 21 x (irr-A3-6) + 4 x (irr-A3-10) + 4 x (irr-A3-20b) + 3 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-343-135-37-j	Δ = 343	bi.bi = 135	b0.bi = 37	hypers = 3 x (irr-A3-4) + 21 x (irr-A3-6) + 4 x (irr-A3-10) + 1 x (irr-A3-20a) + 4 x (irr-A3-20b) + 4 x (irr-A3-20c)
vtx-A03-343-140-34	Δ = 343	bi.bi = 140	b0.bi = 34	hypers = 22 x (irr-A3-4) + 15 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 4 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-343-140-38-g	Δ = 343	bi.bi = 140	b0.bi = 38	hypers = 18 x (irr-A3-6) + 12 x (irr-A3-10) + 2 x (irr-A3-20b) + 2 x (irr-A3-45)
vtx-A03-343-145-39-j	Δ = 343	bi.bi = 145	b0.bi = 39	hypers = 18 x (irr-A3-6) + 7 x (irr-A3-10) + 5 x (irr-A3-20b) + 4 x (irr-A3-20c)
vtx-A03-343-156-38-b	Δ = 343	bi.bi = 156	b0.bi = 38	hypers = 1 x (irr-A3-4) + 19 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 4 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-343-156-38-e	Δ = 343	bi.bi = 156	b0.bi = 38	hypers = 18 x (irr-A3-6) + 4 x (irr-A3-10) + 5 x (irr-A3-15) + 5 x (irr-A3-20b) + 1 x (irr-A3-35)
vtx-A03-343-189-41-c	Δ = 343	bi.bi = 189	b0.bi = 41	hypers = 31 x (irr-A3-4) + 3 x (irr-A3-10) + 1 x (irr-A3-20a) + 5 x (irr-A3-20b) + 1 x (irr-A3-84a)
vtx-A03-343-192-40-c	Δ = 343	bi.bi = 192	b0.bi = 40	hypers = 33 x (irr-A3-4) + 1 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-35) + 1 x (irr-A3-60)
vtx-A03-343-196-42-a	Δ = 343	bi.bi = 196	b0.bi = 42	hypers = 13 x (irr-A3-4) + 6 x (irr-A3-6) + 5 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-35) + 1 x (irr-A3-60)
vtx-A03-343-196-42-b	Δ = 343	bi.bi = 196	b0.bi = 42	hypers = 14 x (irr-A3-4) + 7 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 7 x (irr-A3-20a) + 1 x (irr-A3-35) + 1 x (irr-A3-60)
vtx-A03-343-196-42-e	Δ = 343	bi.bi = 196	b0.bi = 42	hypers = 1 x (irr-A3-4) + 19 x (irr-A3-6) + 9 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-35) + 1 x (irr-A3-60)
vtx-A03-343-198-40-a	Δ = 343	bi.bi = 198	b0.bi = 40	hypers = 36 x (irr-A3-4) + 4 x (irr-A3-6) + 1 x (irr-A3-15) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-35) + 1 x (irr-A3-60)
vtx-A03-343-200-40	Δ = 343	bi.bi = 200	b0.bi = 40	hypers = 32 x (irr-A3-4) + 11 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-35) + 1 x (irr-A3-50)
vtx-A03-343-209-41-c	Δ = 343	bi.bi = 209	b0.bi = 41	hypers = 37 x (irr-A3-4) + 6 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-20b) + 1 x (irr-A3-60) + 1 x (irr-A3-84a)
vtx-A03-343-220-42-a	Δ = 343	bi.bi = 220	b0.bi = 42	hypers = 32 x (irr-A3-4) + 2 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-50) + 1 x (irr-A3-70)
vtx-A03-343-220-42-b	Δ = 343	bi.bi = 220	b0.bi = 42	hypers = 32 x (irr-A3-4) + 1 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-35) + 1 x (irr-A3-45) + 1 x (irr-A3-50)
vtx-A03-343-256-48-e	Δ = 343	bi.bi = 256	b0.bi = 48	hypers = 11 x (irr-A3-4) + 5 x (irr-A3-6) + 5 x (irr-A3-10) + 2 x (irr-A3-15) + 6 x (irr-A3-20b) + 1 x (irr-A3-84b)
vtx-A03-343-280-48	Δ = 343	bi.bi = 280	b0.bi = 48	hypers = 32 x (irr-A3-4) + 3 x (irr-A3-10) + 4 x (irr-A3-20b) + 2 x (irr-A3-35) + 1 x (irr-A3-50)
vtx-A03-344-28-18	Δ = 344	bi.bi = 28	b0.bi = 18	hypers = 64 x (irr-A3-4) + 8 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-344-32-20	Δ = 344	bi.bi = 32	b0.bi = 20	hypers = 32 x (irr-A3-4) + 26 x (irr-A3-6) + 6 x (irr-A3-10) + 1 x (irr-A3-15)
vtx-A03-344-51-23-a	Δ = 344	bi.bi = 51	b0.bi = 23	hypers = 29 x (irr-A3-4) + 23 x (irr-A3-6) + 3 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20c)
vtx-A03-344-51-23-b	Δ = 344	bi.bi = 51	b0.bi = 23	hypers = 30 x (irr-A3-4) + 23 x (irr-A3-6) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-36)
vtx-A03-344-54-24-a	Δ = 344	bi.bi = 54	b0.bi = 24	hypers = 15 x (irr-A3-4) + 33 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-36)
vtx-A03-344-54-24-b	Δ = 344	bi.bi = 54	b0.bi = 24	hypers = 14 x (irr-A3-4) + 33 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20c)
vtx-A03-344-54-24-c	Δ = 344	bi.bi = 54	b0.bi = 24	hypers = 40 x (irr-A3-4) + 9 x (irr-A3-6) + 9 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-344-57-25-a	Δ = 344	bi.bi = 57	b0.bi = 25	hypers = 37 x (irr-A3-4) + 6 x (irr-A3-6) + 5 x (irr-A3-10) + 3 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-344-57-25-b	Δ = 344	bi.bi = 57	b0.bi = 25	hypers = 36 x (irr-A3-4) + 5 x (irr-A3-6) + 4 x (irr-A3-10) + 7 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-344-57-25-c	Δ = 344	bi.bi = 57	b0.bi = 25	hypers = 11 x (irr-A3-4) + 29 x (irr-A3-6) + 7 x (irr-A3-15) + 1 x (irr-A3-36)
vtx-A03-344-57-25-d	Δ = 344	bi.bi = 57	b0.bi = 25	hypers = 10 x (irr-A3-4) + 29 x (irr-A3-6) + 7 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20c)
vtx-A03-344-60-26-a	Δ = 344	bi.bi = 60	b0.bi = 26	hypers = 33 x (irr-A3-4) + 2 x (irr-A3-6) + 9 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-344-60-26-b	Δ = 344	bi.bi = 60	b0.bi = 26	hypers = 22 x (irr-A3-4) + 16 x (irr-A3-6) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-344-60-26-c	Δ = 344	bi.bi = 60	b0.bi = 26	hypers = 34 x (irr-A3-4) + 3 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 6 x (irr-A3-20a)
vtx-A03-344-63-27-a	Δ = 344	bi.bi = 63	b0.bi = 27	hypers = 19 x (irr-A3-4) + 13 x (irr-A3-6) + 6 x (irr-A3-10) + 3 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-344-63-27-b	Δ = 344	bi.bi = 63	b0.bi = 27	hypers = 18 x (irr-A3-4) + 12 x (irr-A3-6) + 5 x (irr-A3-10) + 7 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-344-66-28-b	Δ = 344	bi.bi = 66	b0.bi = 28	hypers = 4 x (irr-A3-4) + 23 x (irr-A3-6) + 11 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a)
vtx-A03-344-72-26-a	Δ = 344	bi.bi = 72	b0.bi = 26	hypers = 30 x (irr-A3-4) + 22 x (irr-A3-6) + 1 x (irr-A3-15) + 1 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-344-72-26-b	Δ = 344	bi.bi = 72	b0.bi = 26	hypers = 29 x (irr-A3-4) + 22 x (irr-A3-6) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-344-72-26-c	Δ = 344	bi.bi = 72	b0.bi = 26	hypers = 28 x (irr-A3-4) + 22 x (irr-A3-6) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-344-72-26-d	Δ = 344	bi.bi = 72	b0.bi = 26	hypers = 27 x (irr-A3-4) + 21 x (irr-A3-6) + 3 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-45)
vtx-A03-344-80-28	Δ = 344	bi.bi = 80	b0.bi = 28	hypers = 22 x (irr-A3-4) + 16 x (irr-A3-6) + 6 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-45)
vtx-A03-344-88-30-c	Δ = 344	bi.bi = 88	b0.bi = 30	hypers = 34 x (irr-A3-4) + 2 x (irr-A3-6) + 8 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-36)
vtx-A03-344-88-30-d	Δ = 344	bi.bi = 88	b0.bi = 30	hypers = 33 x (irr-A3-4) + 2 x (irr-A3-6) + 8 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 3 x (irr-A3-20b) + 1 x (irr-A3-20c)
vtx-A03-344-88-30-e	Δ = 344	bi.bi = 88	b0.bi = 30	hypers = 6 x (irr-A3-4) + 25 x (irr-A3-6) + 7 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-45)
vtx-A03-344-88-30-f	Δ = 344	bi.bi = 88	b0.bi = 30	hypers = 6 x (irr-A3-4) + 25 x (irr-A3-6) + 3 x (irr-A3-10) + 5 x (irr-A3-15) + 2 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-344-95-29-a	Δ = 344	bi.bi = 95	b0.bi = 29	hypers = 41 x (irr-A3-4) + 9 x (irr-A3-6) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-344-95-29-b	Δ = 344	bi.bi = 95	b0.bi = 29	hypers = 40 x (irr-A3-4) + 9 x (irr-A3-6) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-344-95-29-c	Δ = 344	bi.bi = 95	b0.bi = 29	hypers = 39 x (irr-A3-4) + 9 x (irr-A3-6) + 3 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-344-96-32-a	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 20 x (irr-A3-6) + 4 x (irr-A3-10) + 9 x (irr-A3-15) + 1 x (irr-A3-64)
vtx-A03-344-96-32-b	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 1 x (irr-A3-4) + 20 x (irr-A3-6) + 4 x (irr-A3-10) + 6 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-45)
vtx-A03-344-96-32-c	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 5 x (irr-A3-4) + 22 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 5 x (irr-A3-20a) + 2 x (irr-A3-36)
vtx-A03-344-96-32-d	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 2 x (irr-A3-4) + 21 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-344-96-32-e	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 4 x (irr-A3-4) + 22 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 6 x (irr-A3-20a) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-344-96-32-f	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 3 x (irr-A3-4) + 22 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 7 x (irr-A3-20a) + 2 x (irr-A3-20c)
vtx-A03-344-96-32-g	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 1 x (irr-A3-4) + 20 x (irr-A3-6) + 9 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-344-96-32-h	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 4 x (irr-A3-4) + 21 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b) + 2 x (irr-A3-36)
vtx-A03-344-96-32-i	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 19 x (irr-A3-6) + 3 x (irr-A3-10) + 10 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-45)
vtx-A03-344-96-32-j	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 3 x (irr-A3-4) + 21 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-344-96-32-k	Δ = 344	bi.bi = 96	b0.bi = 32	hypers = 2 x (irr-A3-4) + 20 x (irr-A3-6) + 9 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-36)
vtx-A03-344-99-29	Δ = 344	bi.bi = 99	b0.bi = 29	hypers = 28 x (irr-A3-4) + 22 x (irr-A3-6) + 1 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-45)
vtx-A03-344-99-31-a	Δ = 344	bi.bi = 99	b0.bi = 31	hypers = 34 x (irr-A3-4) + 3 x (irr-A3-6) + 4 x (irr-A3-10) + 3 x (irr-A3-15) + 4 x (irr-A3-20b) + 2 x (irr-A3-20c)
vtx-A03-344-100-30-a	Δ = 344	bi.bi = 100	b0.bi = 30	hypers = 39 x (irr-A3-4) + 7 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-344-100-30-b	Δ = 344	bi.bi = 100	b0.bi = 30	hypers = 38 x (irr-A3-4) + 8 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-64)
vtx-A03-344-100-30-c	Δ = 344	bi.bi = 100	b0.bi = 30	hypers = 39 x (irr-A3-4) + 8 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-64)
vtx-A03-344-100-30-d	Δ = 344	bi.bi = 100	b0.bi = 30	hypers = 38 x (irr-A3-4) + 7 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-344-105-31-a	Δ = 344	bi.bi = 105	b0.bi = 31	hypers = 38 x (irr-A3-4) + 6 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-36) + 1 x (irr-A3-45)
vtx-A03-344-105-31-b	Δ = 344	bi.bi = 105	b0.bi = 31	hypers = 37 x (irr-A3-4) + 6 x (irr-A3-6) + 3 x (irr-A3-10) + 2 x (irr-A3-20a) + 2 x (irr-A3-20b) + 1 x (irr-A3-20c) + 1 x (irr-A3-45)
vtx-A03-344-110-32-a	Δ = 344	bi.bi = 110	b0.bi = 32	hypers = 8 x (irr-A3-4) + 27 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 2 x (irr-A3-45)
