vtx-C03-63-n1-1	Δ = 63	bi.bi = -1	b0.bi = 1	hypers = 14 x (irr-C3-6-q)
vtx-C03-319-36-18	Δ = 319	bi.bi = 36	b0.bi = 18	hypers = 17 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-319-39-19	Δ = 319	bi.bi = 39	b0.bi = 19	hypers = 21.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-319-42-20	Δ = 319	bi.bi = 42	b0.bi = 20	hypers = 13.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-319-54-24	Δ = 319	bi.bi = 54	b0.bi = 24	hypers = 3.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 4 x (irr-C3-64-q)
vtx-C03-319-55-21	Δ = 319	bi.bi = 55	b0.bi = 21	hypers = 24 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-319-85-27	Δ = 319	bi.bi = 85	b0.bi = 27	hypers = 6 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-216-q)
vtx-C03-320-24-16	Δ = 320	bi.bi = 24	b0.bi = 16	hypers = 16.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-320-36-18	Δ = 320	bi.bi = 36	b0.bi = 18	hypers = 24 x (irr-C3-6-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-320-39-19	Δ = 320	bi.bi = 39	b0.bi = 19	hypers = 16 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-320-54-24	Δ = 320	bi.bi = 54	b0.bi = 24	hypers = 0.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 3 x (irr-C3-21) + 2 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-320-64-24	Δ = 320	bi.bi = 64	b0.bi = 24	hypers = 13 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-321-15-13	Δ = 321	bi.bi = 15	b0.bi = 13	hypers = 29 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-21)
vtx-C03-321-20-14	Δ = 321	bi.bi = 20	b0.bi = 14	hypers = 30 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-64-q)
vtx-C03-321-28-18	Δ = 321	bi.bi = 28	b0.bi = 18	hypers = 4.5 x (irr-C3-6-q) + 9.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 6 x (irr-C3-21)
vtx-C03-321-36-18	Δ = 321	bi.bi = 36	b0.bi = 18	hypers = 18.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-321-42-20	Δ = 321	bi.bi = 42	b0.bi = 20	hypers = 15 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-321-54-24	Δ = 321	bi.bi = 54	b0.bi = 24	hypers = 5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 4 x (irr-C3-64-q)
vtx-C03-321-77-25-a	Δ = 321	bi.bi = 77	b0.bi = 25	hypers = 8 x (irr-C3-6-q) + 11 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-321-85-27	Δ = 321	bi.bi = 85	b0.bi = 27	hypers = 7.5 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-216-q)
vtx-C03-322-24-16	Δ = 322	bi.bi = 24	b0.bi = 16	hypers = 18 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-322-36-18	Δ = 322	bi.bi = 36	b0.bi = 18	hypers = 25.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-322-39-19	Δ = 322	bi.bi = 39	b0.bi = 19	hypers = 17.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-322-54-24	Δ = 322	bi.bi = 54	b0.bi = 24	hypers = 2 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 3 x (irr-C3-21) + 2 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-322-144-36	Δ = 322	bi.bi = 144	b0.bi = 36	hypers = 0.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-350-q)
vtx-C03-323-9-11	Δ = 323	bi.bi = 9	b0.bi = 11	hypers = 34 x (irr-C3-6-q) + 10 x (irr-C3-14a)
vtx-C03-323-15-13	Δ = 323	bi.bi = 15	b0.bi = 13	hypers = 30.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21)
vtx-C03-323-20-14	Δ = 323	bi.bi = 20	b0.bi = 14	hypers = 31.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-64-q)
vtx-C03-323-24-16	Δ = 323	bi.bi = 24	b0.bi = 16	hypers = 6 x (irr-C3-6-q) + 20 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-323-27-15	Δ = 323	bi.bi = 27	b0.bi = 15	hypers = 38 x (irr-C3-6-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-323-28-18	Δ = 323	bi.bi = 28	b0.bi = 18	hypers = 6 x (irr-C3-6-q) + 10 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 6 x (irr-C3-21)
vtx-C03-323-36-18	Δ = 323	bi.bi = 36	b0.bi = 18	hypers = 20 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-323-42-20-a	Δ = 323	bi.bi = 42	b0.bi = 20	hypers = 10 x (irr-C3-6-q) + 11 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-323-42-20-b	Δ = 323	bi.bi = 42	b0.bi = 20	hypers = 16.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-323-56-22	Δ = 323	bi.bi = 56	b0.bi = 22	hypers = 9.5 x (irr-C3-6-q) + 12 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-323-77-25	Δ = 323	bi.bi = 77	b0.bi = 25	hypers = 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-324-24-16	Δ = 324	bi.bi = 24	b0.bi = 16	hypers = 19.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-324-36-18	Δ = 324	bi.bi = 36	b0.bi = 18	hypers = 27 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-324-39-19	Δ = 324	bi.bi = 39	b0.bi = 19	hypers = 19 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-324-45-21	Δ = 324	bi.bi = 45	b0.bi = 21	hypers = 9 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-324-144-36	Δ = 324	bi.bi = 144	b0.bi = 36	hypers = 2 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-350-q)
vtx-C03-325-9-11	Δ = 325	bi.bi = 9	b0.bi = 11	hypers = 35.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a)
vtx-C03-325-15-13	Δ = 325	bi.bi = 15	b0.bi = 13	hypers = 32 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21)
vtx-C03-325-20-14	Δ = 325	bi.bi = 20	b0.bi = 14	hypers = 33 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-64-q)
vtx-C03-325-24-16	Δ = 325	bi.bi = 24	b0.bi = 16	hypers = 7.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 19 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-325-27-15	Δ = 325	bi.bi = 27	b0.bi = 15	hypers = 39.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-325-28-18-a	Δ = 325	bi.bi = 28	b0.bi = 18	hypers = 1 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 13 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-325-28-18-b	Δ = 325	bi.bi = 28	b0.bi = 18	hypers = 7.5 x (irr-C3-6-q) + 10.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 6 x (irr-C3-21)
vtx-C03-325-36-18	Δ = 325	bi.bi = 36	b0.bi = 18	hypers = 21.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-325-42-20	Δ = 325	bi.bi = 42	b0.bi = 20	hypers = 11.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-325-56-22	Δ = 325	bi.bi = 56	b0.bi = 22	hypers = 11 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-325-85-27	Δ = 325	bi.bi = 85	b0.bi = 27	hypers = 10.5 x (irr-C3-6-q) + 9.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-216-q)
vtx-C03-326-24-16	Δ = 326	bi.bi = 24	b0.bi = 16	hypers = 21 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-326-36-18	Δ = 326	bi.bi = 36	b0.bi = 18	hypers = 28.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-326-39-19	Δ = 326	bi.bi = 39	b0.bi = 19	hypers = 20.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-327-9-11	Δ = 327	bi.bi = 9	b0.bi = 11	hypers = 37 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 8 x (irr-C3-14a)
vtx-C03-327-15-13	Δ = 327	bi.bi = 15	b0.bi = 13	hypers = 33.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21)
vtx-C03-327-20-14	Δ = 327	bi.bi = 20	b0.bi = 14	hypers = 34.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-64-q)
vtx-C03-327-24-16	Δ = 327	bi.bi = 24	b0.bi = 16	hypers = 9 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 18 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-327-28-18-a	Δ = 327	bi.bi = 28	b0.bi = 18	hypers = 9 x (irr-C3-6-q) + 11 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 6 x (irr-C3-21)
vtx-C03-327-28-18-b	Δ = 327	bi.bi = 28	b0.bi = 18	hypers = 2.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 12 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-327-36-18	Δ = 327	bi.bi = 36	b0.bi = 18	hypers = 23 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-327-42-20	Δ = 327	bi.bi = 42	b0.bi = 20	hypers = 13 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-327-48-20-a	Δ = 327	bi.bi = 48	b0.bi = 20	hypers = 22 x (irr-C3-6-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-327-48-20-b	Δ = 327	bi.bi = 48	b0.bi = 20	hypers = 19.5 x (irr-C3-6-q) + 7 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-327-56-22	Δ = 327	bi.bi = 56	b0.bi = 22	hypers = 12.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-327-85-27	Δ = 327	bi.bi = 85	b0.bi = 27	hypers = 12 x (irr-C3-6-q) + 10 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-216-q)
vtx-C03-328-24-16-a	Δ = 328	bi.bi = 24	b0.bi = 16	hypers = 16 x (irr-C3-6-q) + 12 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-328-24-16-b	Δ = 328	bi.bi = 24	b0.bi = 16	hypers = 22.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-328-39-19	Δ = 328	bi.bi = 39	b0.bi = 19	hypers = 22 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-328-42-20	Δ = 328	bi.bi = 42	b0.bi = 20	hypers = 20 x (irr-C3-6-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 1.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-328-56-22	Δ = 328	bi.bi = 56	b0.bi = 22	hypers = 19.5 x (irr-C3-6-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-329-9-11	Δ = 329	bi.bi = 9	b0.bi = 11	hypers = 38.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a)
vtx-C03-329-15-13	Δ = 329	bi.bi = 15	b0.bi = 13	hypers = 35 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 2 x (irr-C3-21)
vtx-C03-329-20-14	Δ = 329	bi.bi = 20	b0.bi = 14	hypers = 36 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-64-q)
vtx-C03-329-24-16	Δ = 329	bi.bi = 24	b0.bi = 16	hypers = 10.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 17 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-329-28-18-a	Δ = 329	bi.bi = 28	b0.bi = 18	hypers = 4 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-329-28-18-b	Δ = 329	bi.bi = 28	b0.bi = 18	hypers = 10.5 x (irr-C3-6-q) + 11.5 x (irr-C3-14b-q) + 6 x (irr-C3-21)
vtx-C03-329-35-19-c	Δ = 329	bi.bi = 35	b0.bi = 19	hypers = 14.5 x (irr-C3-6-q) + 11.5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-329-36-18	Δ = 329	bi.bi = 36	b0.bi = 18	hypers = 24.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-329-42-20	Δ = 329	bi.bi = 42	b0.bi = 20	hypers = 14.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-329-48-20-a	Δ = 329	bi.bi = 48	b0.bi = 20	hypers = 21 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-329-48-20-b	Δ = 329	bi.bi = 48	b0.bi = 20	hypers = 23.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-329-56-22	Δ = 329	bi.bi = 56	b0.bi = 22	hypers = 14 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-329-77-25	Δ = 329	bi.bi = 77	b0.bi = 25	hypers = 14 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-330-24-16-a	Δ = 330	bi.bi = 24	b0.bi = 16	hypers = 17.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-330-24-16-b	Δ = 330	bi.bi = 24	b0.bi = 16	hypers = 24 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-330-35-19	Δ = 330	bi.bi = 35	b0.bi = 19	hypers = 15 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-330-39-19	Δ = 330	bi.bi = 39	b0.bi = 19	hypers = 23.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-330-45-21	Δ = 330	bi.bi = 45	b0.bi = 21	hypers = 13.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-330-72-26	Δ = 330	bi.bi = 72	b0.bi = 26	hypers = 9.5 x (irr-C3-6-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q) + 1 x (irr-C3-70)
vtx-C03-330-80-26	Δ = 330	bi.bi = 80	b0.bi = 26	hypers = 13 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-331-9-11	Δ = 331	bi.bi = 9	b0.bi = 11	hypers = 40 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 6 x (irr-C3-14a)
vtx-C03-331-15-13	Δ = 331	bi.bi = 15	b0.bi = 13	hypers = 30 x (irr-C3-6-q) + 10 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-331-20-14	Δ = 331	bi.bi = 20	b0.bi = 14	hypers = 37.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-64-q)
vtx-C03-331-24-16	Δ = 331	bi.bi = 24	b0.bi = 16	hypers = 12 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 16 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-331-28-18	Δ = 331	bi.bi = 28	b0.bi = 18	hypers = 5.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-331-33-17	Δ = 331	bi.bi = 33	b0.bi = 17	hypers = 34 x (irr-C3-6-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-331-36-18	Δ = 331	bi.bi = 36	b0.bi = 18	hypers = 26 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-331-40-18-a	Δ = 331	bi.bi = 40	b0.bi = 18	hypers = 32 x (irr-C3-6-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-90)
vtx-C03-331-40-18-b	Δ = 331	bi.bi = 40	b0.bi = 18	hypers = 29.5 x (irr-C3-6-q) + 2 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
vtx-C03-331-42-20	Δ = 331	bi.bi = 42	b0.bi = 20	hypers = 16 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-331-48-20-a	Δ = 331	bi.bi = 48	b0.bi = 20	hypers = 25 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-331-48-20-b	Δ = 331	bi.bi = 48	b0.bi = 20	hypers = 22.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-331-56-22	Δ = 331	bi.bi = 56	b0.bi = 22	hypers = 15.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-331-77-25	Δ = 331	bi.bi = 77	b0.bi = 25	hypers = 15.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-332-24-16	Δ = 332	bi.bi = 24	b0.bi = 16	hypers = 19 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-332-35-19	Δ = 332	bi.bi = 35	b0.bi = 19	hypers = 16.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-332-45-21	Δ = 332	bi.bi = 45	b0.bi = 21	hypers = 15 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-332-80-26	Δ = 332	bi.bi = 80	b0.bi = 26	hypers = 14.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-333-9-11	Δ = 333	bi.bi = 9	b0.bi = 11	hypers = 41.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a)
vtx-C03-333-15-13	Δ = 333	bi.bi = 15	b0.bi = 13	hypers = 31.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-333-24-16	Δ = 333	bi.bi = 24	b0.bi = 16	hypers = 13.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 15 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-333-28-18	Δ = 333	bi.bi = 28	b0.bi = 18	hypers = 7 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-333-33-17	Δ = 333	bi.bi = 33	b0.bi = 17	hypers = 35.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-333-36-18	Δ = 333	bi.bi = 36	b0.bi = 18	hypers = 27.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
