vtx-A05-37-n2-0	Δ = 37	bi.bi = -2	b0.bi = 0	hypers = 12 x (irr-A5-6)
vtx-A05-349-24-16-a	Δ = 349	bi.bi = 24	b0.bi = 16	hypers = 25 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-349-24-16-b	Δ = 349	bi.bi = 24	b0.bi = 16	hypers = 24 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-349-24-16-c	Δ = 349	bi.bi = 24	b0.bi = 16	hypers = 24 x (irr-A5-6) + 3 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-349-24-16-d	Δ = 349	bi.bi = 24	b0.bi = 16	hypers = 23 x (irr-A5-6) + 4 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-349-63-27-a	Δ = 349	bi.bi = 63	b0.bi = 27	hypers = 1 x (irr-A5-20-q) + 1 x (irr-A5-35) + 2 x (irr-A5-70) + 1 x (irr-A5-84) + 1 x (irr-A5-105a)
vtx-A05-349-63-27-b	Δ = 349	bi.bi = 63	b0.bi = 27	hypers = 1 x (irr-A5-6) + 1 x (irr-A5-35) + 1 x (irr-A5-70) + 2 x (irr-A5-84) + 1 x (irr-A5-105a)
vtx-A05-350-24-16-a	Δ = 350	bi.bi = 24	b0.bi = 16	hypers = 25 x (irr-A5-6) + 5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-350-24-16-b	Δ = 350	bi.bi = 24	b0.bi = 16	hypers = 26 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-350-24-16-c	Δ = 350	bi.bi = 24	b0.bi = 16	hypers = 24 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-350-24-16-d	Δ = 350	bi.bi = 24	b0.bi = 16	hypers = 25 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-351-24-16-a	Δ = 351	bi.bi = 24	b0.bi = 16	hypers = 26 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-351-24-16-b	Δ = 351	bi.bi = 24	b0.bi = 16	hypers = 26 x (irr-A5-6) + 4 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-351-24-16-c	Δ = 351	bi.bi = 24	b0.bi = 16	hypers = 27 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-351-24-16-d	Δ = 351	bi.bi = 24	b0.bi = 16	hypers = 25 x (irr-A5-6) + 5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-352-24-16-a	Δ = 352	bi.bi = 24	b0.bi = 16	hypers = 27 x (irr-A5-6) + 6 x (irr-A5-20-q) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-352-24-16-b	Δ = 352	bi.bi = 24	b0.bi = 16	hypers = 28 x (irr-A5-6) + 5 x (irr-A5-20-q) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-352-24-16-c	Δ = 352	bi.bi = 24	b0.bi = 16	hypers = 26 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-352-24-16-d	Δ = 352	bi.bi = 24	b0.bi = 16	hypers = 27 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-353-24-16-a	Δ = 353	bi.bi = 24	b0.bi = 16	hypers = 27 x (irr-A5-6) + 6 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-353-24-16-b	Δ = 353	bi.bi = 24	b0.bi = 16	hypers = 28 x (irr-A5-6) + 5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-354-24-16-a	Δ = 354	bi.bi = 24	b0.bi = 16	hypers = 28 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-354-24-16-b	Δ = 354	bi.bi = 24	b0.bi = 16	hypers = 29 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-359-28-18-a	Δ = 359	bi.bi = 28	b0.bi = 18	hypers = 7 x (irr-A5-6) + 16 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-361-10-12	Δ = 361	bi.bi = 10	b0.bi = 12	hypers = 36 x (irr-A5-6) + 12 x (irr-A5-15)
vtx-A05-362-10-12	Δ = 362	bi.bi = 10	b0.bi = 12	hypers = 37 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 11 x (irr-A5-15)
vtx-A05-363-10-12	Δ = 363	bi.bi = 10	b0.bi = 12	hypers = 38 x (irr-A5-6) + 1 x (irr-A5-20-q) + 10 x (irr-A5-15)
vtx-A05-364-10-12	Δ = 364	bi.bi = 10	b0.bi = 12	hypers = 39 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 9 x (irr-A5-15)
vtx-A05-365-10-12	Δ = 365	bi.bi = 10	b0.bi = 12	hypers = 40 x (irr-A5-6) + 2 x (irr-A5-20-q) + 8 x (irr-A5-15)
vtx-A05-366-10-12	Δ = 366	bi.bi = 10	b0.bi = 12	hypers = 41 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 7 x (irr-A5-15)
vtx-A05-367-10-12	Δ = 367	bi.bi = 10	b0.bi = 12	hypers = 42 x (irr-A5-6) + 3 x (irr-A5-20-q) + 6 x (irr-A5-15)
vtx-A05-368-10-12	Δ = 368	bi.bi = 10	b0.bi = 12	hypers = 43 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 5 x (irr-A5-15)
vtx-A05-369-10-12	Δ = 369	bi.bi = 10	b0.bi = 12	hypers = 44 x (irr-A5-6) + 4 x (irr-A5-20-q) + 4 x (irr-A5-15)
vtx-A05-370-10-12	Δ = 370	bi.bi = 10	b0.bi = 12	hypers = 45 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 3 x (irr-A5-15)
vtx-A05-370-48-22-e	Δ = 370	bi.bi = 48	b0.bi = 22	hypers = 16 x (irr-A5-6) + 8 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-371-10-12	Δ = 371	bi.bi = 10	b0.bi = 12	hypers = 46 x (irr-A5-6) + 5 x (irr-A5-20-q) + 2 x (irr-A5-15)
vtx-A05-372-10-12	Δ = 372	bi.bi = 10	b0.bi = 12	hypers = 47 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 1 x (irr-A5-15)
vtx-A05-373-10-12	Δ = 373	bi.bi = 10	b0.bi = 12	hypers = 48 x (irr-A5-6) + 6 x (irr-A5-20-q)
vtx-A05-374-72-30	Δ = 374	bi.bi = 72	b0.bi = 30	hypers = 0.5 x (irr-A5-20-q) + 3 x (irr-A5-70) + 1 x (irr-A5-84) + 1 x (irr-A5-105a)
vtx-A05-375-32-20	Δ = 375	bi.bi = 32	b0.bi = 20	hypers = 0.5 x (irr-A5-20-q) + 15 x (irr-A5-15) + 3 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-376-32-20-a	Δ = 376	bi.bi = 32	b0.bi = 20	hypers = 2 x (irr-A5-6) + 14 x (irr-A5-15) + 3 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-376-32-20-b	Δ = 376	bi.bi = 32	b0.bi = 20	hypers = 1 x (irr-A5-6) + 1 x (irr-A5-20-q) + 14 x (irr-A5-15) + 3 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-376-32-20-c	Δ = 376	bi.bi = 32	b0.bi = 20	hypers = 0.5 x (irr-A5-20-q) + 16 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-377-32-20-a	Δ = 377	bi.bi = 32	b0.bi = 20	hypers = 0.5 x (irr-A5-20-q) + 17 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-377-32-20-b	Δ = 377	bi.bi = 32	b0.bi = 20	hypers = 1 x (irr-A5-6) + 1 x (irr-A5-20-q) + 15 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-377-32-20-c	Δ = 377	bi.bi = 32	b0.bi = 20	hypers = 2 x (irr-A5-6) + 15 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-377-32-20-d	Δ = 377	bi.bi = 32	b0.bi = 20	hypers = 2 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 13 x (irr-A5-15) + 3 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-377-32-20-e	Δ = 377	bi.bi = 32	b0.bi = 20	hypers = 3 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 13 x (irr-A5-15) + 3 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-377-72-30-a	Δ = 377	bi.bi = 72	b0.bi = 30	hypers = 1 x (irr-A5-6) + 2 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84) + 2 x (irr-A5-105a)
vtx-A05-377-72-30-b	Δ = 377	bi.bi = 72	b0.bi = 30	hypers = 1 x (irr-A5-20-q) + 2 x (irr-A5-21) + 2 x (irr-A5-70) + 2 x (irr-A5-105a)
vtx-A05-378-48-22	Δ = 378	bi.bi = 48	b0.bi = 22	hypers = 24 x (irr-A5-6) + 4 x (irr-A5-20-q) + 4 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-383-45-21-b	Δ = 383	bi.bi = 45	b0.bi = 21	hypers = 31 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 2 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-384-45-21	Δ = 384	bi.bi = 45	b0.bi = 21	hypers = 31 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-385-45-21	Δ = 385	bi.bi = 45	b0.bi = 21	hypers = 32 x (irr-A5-6) + 3 x (irr-A5-20-q) + 3 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-387-42-20-b	Δ = 387	bi.bi = 42	b0.bi = 20	hypers = 36 x (irr-A5-6) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-388-11-13	Δ = 388	bi.bi = 11	b0.bi = 13	hypers = 38 x (irr-A5-6) + 13 x (irr-A5-15)
vtx-A05-388-42-20-c	Δ = 388	bi.bi = 42	b0.bi = 20	hypers = 36 x (irr-A5-6) + 4 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-389-42-20-b	Δ = 389	bi.bi = 42	b0.bi = 20	hypers = 37 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-392-11-13	Δ = 392	bi.bi = 11	b0.bi = 13	hypers = 42 x (irr-A5-6) + 2 x (irr-A5-20-q) + 9 x (irr-A5-15)
vtx-A05-392-42-20	Δ = 392	bi.bi = 42	b0.bi = 20	hypers = 40 x (irr-A5-6) + 2 x (irr-A5-20-q) + 2 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-393-11-13	Δ = 393	bi.bi = 11	b0.bi = 13	hypers = 43 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 8 x (irr-A5-15)
vtx-A05-394-11-13	Δ = 394	bi.bi = 11	b0.bi = 13	hypers = 44 x (irr-A5-6) + 3 x (irr-A5-20-q) + 7 x (irr-A5-15)
vtx-A05-395-11-13	Δ = 395	bi.bi = 11	b0.bi = 13	hypers = 45 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 6 x (irr-A5-15)
vtx-A05-396-11-13	Δ = 396	bi.bi = 11	b0.bi = 13	hypers = 46 x (irr-A5-6) + 4 x (irr-A5-20-q) + 5 x (irr-A5-15)
vtx-A05-396-39-19	Δ = 396	bi.bi = 39	b0.bi = 19	hypers = 46 x (irr-A5-6) + 1 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-397-11-13	Δ = 397	bi.bi = 11	b0.bi = 13	hypers = 47 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 4 x (irr-A5-15)
vtx-A05-397-39-19-a	Δ = 397	bi.bi = 39	b0.bi = 19	hypers = 47 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-397-39-19-b	Δ = 397	bi.bi = 39	b0.bi = 19	hypers = 46 x (irr-A5-6) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-398-11-13	Δ = 398	bi.bi = 11	b0.bi = 13	hypers = 48 x (irr-A5-6) + 5 x (irr-A5-20-q) + 3 x (irr-A5-15)
vtx-A05-398-39-19	Δ = 398	bi.bi = 39	b0.bi = 19	hypers = 47 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-399-11-13	Δ = 399	bi.bi = 11	b0.bi = 13	hypers = 49 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 2 x (irr-A5-15)
vtx-A05-399-39-19	Δ = 399	bi.bi = 39	b0.bi = 19	hypers = 48 x (irr-A5-6) + 1 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-400-11-13	Δ = 400	bi.bi = 11	b0.bi = 13	hypers = 50 x (irr-A5-6) + 6 x (irr-A5-20-q) + 1 x (irr-A5-15)
vtx-A05-401-11-13	Δ = 401	bi.bi = 11	b0.bi = 13	hypers = 51 x (irr-A5-6) + 6.5 x (irr-A5-20-q)
vtx-A05-406-36-18	Δ = 406	bi.bi = 36	b0.bi = 18	hypers = 56 x (irr-A5-6) + 1 x (irr-A5-105b)
vtx-A05-415-12-14	Δ = 415	bi.bi = 12	b0.bi = 14	hypers = 40 x (irr-A5-6) + 14 x (irr-A5-15)
vtx-A05-415-28-18	Δ = 415	bi.bi = 28	b0.bi = 18	hypers = 40 x (irr-A5-6) + 7 x (irr-A5-15) + 1 x (irr-A5-105a)
vtx-A05-416-12-14	Δ = 416	bi.bi = 12	b0.bi = 14	hypers = 41 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 13 x (irr-A5-15)
vtx-A05-416-28-18	Δ = 416	bi.bi = 28	b0.bi = 18	hypers = 41 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-105a)
vtx-A05-417-12-14	Δ = 417	bi.bi = 12	b0.bi = 14	hypers = 42 x (irr-A5-6) + 1 x (irr-A5-20-q) + 12 x (irr-A5-15)
vtx-A05-417-28-18	Δ = 417	bi.bi = 28	b0.bi = 18	hypers = 42 x (irr-A5-6) + 1 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-105a)
vtx-A05-418-12-14	Δ = 418	bi.bi = 12	b0.bi = 14	hypers = 43 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 11 x (irr-A5-15)
vtx-A05-418-28-18	Δ = 418	bi.bi = 28	b0.bi = 18	hypers = 43 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-105a)
vtx-A05-419-12-14	Δ = 419	bi.bi = 12	b0.bi = 14	hypers = 44 x (irr-A5-6) + 2 x (irr-A5-20-q) + 10 x (irr-A5-15)
vtx-A05-419-28-18	Δ = 419	bi.bi = 28	b0.bi = 18	hypers = 44 x (irr-A5-6) + 2 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-105a)
vtx-A05-420-12-14	Δ = 420	bi.bi = 12	b0.bi = 14	hypers = 45 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 9 x (irr-A5-15)
vtx-A05-421-12-14	Δ = 421	bi.bi = 12	b0.bi = 14	hypers = 46 x (irr-A5-6) + 3 x (irr-A5-20-q) + 8 x (irr-A5-15)
vtx-A05-422-12-14	Δ = 422	bi.bi = 12	b0.bi = 14	hypers = 47 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 7 x (irr-A5-15)
vtx-A05-423-12-14	Δ = 423	bi.bi = 12	b0.bi = 14	hypers = 48 x (irr-A5-6) + 4 x (irr-A5-20-q) + 6 x (irr-A5-15)
vtx-A05-424-12-14	Δ = 424	bi.bi = 12	b0.bi = 14	hypers = 49 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 5 x (irr-A5-15)
vtx-A05-425-12-14	Δ = 425	bi.bi = 12	b0.bi = 14	hypers = 50 x (irr-A5-6) + 5 x (irr-A5-20-q) + 4 x (irr-A5-15)
vtx-A05-426-12-14	Δ = 426	bi.bi = 12	b0.bi = 14	hypers = 51 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 3 x (irr-A5-15)
vtx-A05-427-12-14	Δ = 427	bi.bi = 12	b0.bi = 14	hypers = 52 x (irr-A5-6) + 6 x (irr-A5-20-q) + 2 x (irr-A5-15)
vtx-A05-428-12-14	Δ = 428	bi.bi = 12	b0.bi = 14	hypers = 53 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 1 x (irr-A5-15)
vtx-A05-429-12-14	Δ = 429	bi.bi = 12	b0.bi = 14	hypers = 54 x (irr-A5-6) + 7 x (irr-A5-20-q)
vtx-A05-432-32-20	Δ = 432	bi.bi = 32	b0.bi = 20	hypers = 32 x (irr-A5-6) + 9 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-433-32-20-a	Δ = 433	bi.bi = 32	b0.bi = 20	hypers = 32 x (irr-A5-6) + 10 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-434-32-20-b	Δ = 434	bi.bi = 32	b0.bi = 20	hypers = 33 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-435-32-20-a	Δ = 435	bi.bi = 32	b0.bi = 20	hypers = 34 x (irr-A5-6) + 1 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-456-27-21	Δ = 456	bi.bi = 27	b0.bi = 21	hypers = 6 x (irr-A5-6) + 21 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-457-27-21-a	Δ = 457	bi.bi = 27	b0.bi = 21	hypers = 7 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 20 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-457-27-21-b	Δ = 457	bi.bi = 27	b0.bi = 21	hypers = 6 x (irr-A5-6) + 22 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-458-27-21-a	Δ = 458	bi.bi = 27	b0.bi = 21	hypers = 8 x (irr-A5-6) + 1 x (irr-A5-20-q) + 19 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-458-27-21-b	Δ = 458	bi.bi = 27	b0.bi = 21	hypers = 7 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 21 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-458-27-21-c	Δ = 458	bi.bi = 27	b0.bi = 21	hypers = 6 x (irr-A5-6) + 23 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-459-27-21-a	Δ = 459	bi.bi = 27	b0.bi = 21	hypers = 9 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 18 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-459-27-21-b	Δ = 459	bi.bi = 27	b0.bi = 21	hypers = 8 x (irr-A5-6) + 1 x (irr-A5-20-q) + 20 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-459-27-21-c	Δ = 459	bi.bi = 27	b0.bi = 21	hypers = 7 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 22 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-459-27-21-d	Δ = 459	bi.bi = 27	b0.bi = 21	hypers = 6 x (irr-A5-6) + 24 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-460-27-21-a	Δ = 460	bi.bi = 27	b0.bi = 21	hypers = 10 x (irr-A5-6) + 2 x (irr-A5-20-q) + 17 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-460-27-21-b	Δ = 460	bi.bi = 27	b0.bi = 21	hypers = 9 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 19 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-460-27-21-c	Δ = 460	bi.bi = 27	b0.bi = 21	hypers = 8 x (irr-A5-6) + 1 x (irr-A5-20-q) + 21 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-460-27-21-d	Δ = 460	bi.bi = 27	b0.bi = 21	hypers = 6 x (irr-A5-6) + 25 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-460-27-21-e	Δ = 460	bi.bi = 27	b0.bi = 21	hypers = 7 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 23 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-461-27-21-a	Δ = 461	bi.bi = 27	b0.bi = 21	hypers = 10 x (irr-A5-6) + 2 x (irr-A5-20-q) + 18 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-461-27-21-b	Δ = 461	bi.bi = 27	b0.bi = 21	hypers = 9 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 20 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-461-27-21-c	Δ = 461	bi.bi = 27	b0.bi = 21	hypers = 8 x (irr-A5-6) + 1 x (irr-A5-20-q) + 22 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-461-27-21-d	Δ = 461	bi.bi = 27	b0.bi = 21	hypers = 7 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 24 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-461-27-21-e	Δ = 461	bi.bi = 27	b0.bi = 21	hypers = 11 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 16 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-462-27-21-a	Δ = 462	bi.bi = 27	b0.bi = 21	hypers = 12 x (irr-A5-6) + 3 x (irr-A5-20-q) + 15 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-462-27-21-b	Δ = 462	bi.bi = 27	b0.bi = 21	hypers = 11 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 17 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-462-27-21-c	Δ = 462	bi.bi = 27	b0.bi = 21	hypers = 10 x (irr-A5-6) + 2 x (irr-A5-20-q) + 19 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-462-27-21-d	Δ = 462	bi.bi = 27	b0.bi = 21	hypers = 9 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 21 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-462-27-21-e	Δ = 462	bi.bi = 27	b0.bi = 21	hypers = 8 x (irr-A5-6) + 1 x (irr-A5-20-q) + 23 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-463-27-21-a	Δ = 463	bi.bi = 27	b0.bi = 21	hypers = 13 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 14 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-463-27-21-b	Δ = 463	bi.bi = 27	b0.bi = 21	hypers = 12 x (irr-A5-6) + 3 x (irr-A5-20-q) + 16 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-463-27-21-c	Δ = 463	bi.bi = 27	b0.bi = 21	hypers = 11 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 18 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-463-27-21-d	Δ = 463	bi.bi = 27	b0.bi = 21	hypers = 10 x (irr-A5-6) + 2 x (irr-A5-20-q) + 20 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-463-27-21-e	Δ = 463	bi.bi = 27	b0.bi = 21	hypers = 9 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 22 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-464-27-21-a	Δ = 464	bi.bi = 27	b0.bi = 21	hypers = 10 x (irr-A5-6) + 2 x (irr-A5-20-q) + 21 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-464-27-21-b	Δ = 464	bi.bi = 27	b0.bi = 21	hypers = 11 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 19 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-464-27-21-c	Δ = 464	bi.bi = 27	b0.bi = 21	hypers = 12 x (irr-A5-6) + 3 x (irr-A5-20-q) + 17 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-464-27-21-d	Δ = 464	bi.bi = 27	b0.bi = 21	hypers = 14 x (irr-A5-6) + 4 x (irr-A5-20-q) + 13 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-464-27-21-e	Δ = 464	bi.bi = 27	b0.bi = 21	hypers = 13 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 15 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-465-27-21-a	Δ = 465	bi.bi = 27	b0.bi = 21	hypers = 15 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 12 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-465-27-21-b	Δ = 465	bi.bi = 27	b0.bi = 21	hypers = 14 x (irr-A5-6) + 4 x (irr-A5-20-q) + 14 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-465-27-21-c	Δ = 465	bi.bi = 27	b0.bi = 21	hypers = 13 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 16 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
