vtx-A05-37-n2-0	Δ = 37	bi.bi = -2	b0.bi = 0	hypers = 12 x (irr-A5-6)
vtx-A05-263-16-12-c	Δ = 263	bi.bi = 16	b0.bi = 12	hypers = 11 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-263-21-13-a	Δ = 263	bi.bi = 21	b0.bi = 13	hypers = 12 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-263-21-13-b	Δ = 263	bi.bi = 21	b0.bi = 13	hypers = 13 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-263-21-13-c	Δ = 263	bi.bi = 21	b0.bi = 13	hypers = 13 x (irr-A5-6) + 2 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-263-21-13-d	Δ = 263	bi.bi = 21	b0.bi = 13	hypers = 14 x (irr-A5-6) + 1 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-263-24-14-a	Δ = 263	bi.bi = 24	b0.bi = 14	hypers = 12 x (irr-A5-6) + 5 x (irr-A5-20-q) + 2 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-263-24-14-b	Δ = 263	bi.bi = 24	b0.bi = 14	hypers = 11 x (irr-A5-6) + 6 x (irr-A5-20-q) + 2 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-264-16-12-a	Δ = 264	bi.bi = 16	b0.bi = 12	hypers = 12 x (irr-A5-6) + 6 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-264-16-12-b	Δ = 264	bi.bi = 16	b0.bi = 12	hypers = 13 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-264-16-12-c	Δ = 264	bi.bi = 16	b0.bi = 12	hypers = 11 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-264-21-13-a	Δ = 264	bi.bi = 21	b0.bi = 13	hypers = 14 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-264-21-13-b	Δ = 264	bi.bi = 21	b0.bi = 13	hypers = 13 x (irr-A5-6) + 2 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-264-21-13-c	Δ = 264	bi.bi = 21	b0.bi = 13	hypers = 14 x (irr-A5-6) + 1 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-264-21-13-d	Δ = 264	bi.bi = 21	b0.bi = 13	hypers = 15 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-265-16-12-a	Δ = 265	bi.bi = 16	b0.bi = 12	hypers = 13 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-265-16-12-b	Δ = 265	bi.bi = 16	b0.bi = 12	hypers = 12 x (irr-A5-6) + 6 x (irr-A5-20-q) + 3 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-265-21-13-a	Δ = 265	bi.bi = 21	b0.bi = 13	hypers = 16 x (irr-A5-6) + 2 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-265-21-13-b	Δ = 265	bi.bi = 21	b0.bi = 13	hypers = 15 x (irr-A5-6) + 3 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-265-21-13-c	Δ = 265	bi.bi = 21	b0.bi = 13	hypers = 14 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-265-21-13-d	Δ = 265	bi.bi = 21	b0.bi = 13	hypers = 15 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-266-16-12-a	Δ = 266	bi.bi = 16	b0.bi = 12	hypers = 14 x (irr-A5-6) + 7 x (irr-A5-20-q) + 2 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-266-16-12-b	Δ = 266	bi.bi = 16	b0.bi = 12	hypers = 13 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-266-21-13-a	Δ = 266	bi.bi = 21	b0.bi = 13	hypers = 15 x (irr-A5-6) + 3 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-266-21-13-b	Δ = 266	bi.bi = 21	b0.bi = 13	hypers = 16 x (irr-A5-6) + 2 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-266-21-13-c	Δ = 266	bi.bi = 21	b0.bi = 13	hypers = 16 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-266-21-13-d	Δ = 266	bi.bi = 21	b0.bi = 13	hypers = 17 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-267-16-12	Δ = 267	bi.bi = 16	b0.bi = 12	hypers = 14 x (irr-A5-6) + 7 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21)
vtx-A05-267-21-13-a	Δ = 267	bi.bi = 21	b0.bi = 13	hypers = 17 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-267-21-13-b	Δ = 267	bi.bi = 21	b0.bi = 13	hypers = 17 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-267-21-13-c	Δ = 267	bi.bi = 21	b0.bi = 13	hypers = 18 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-267-21-13-d	Δ = 267	bi.bi = 21	b0.bi = 13	hypers = 16 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-268-16-12	Δ = 268	bi.bi = 16	b0.bi = 12	hypers = 15 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 3 x (irr-A5-21)
vtx-A05-268-21-13-a	Δ = 268	bi.bi = 21	b0.bi = 13	hypers = 18 x (irr-A5-6) + 3 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-268-21-13-b	Δ = 268	bi.bi = 21	b0.bi = 13	hypers = 18 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-268-21-13-c	Δ = 268	bi.bi = 21	b0.bi = 13	hypers = 19 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-268-21-13-d	Δ = 268	bi.bi = 21	b0.bi = 13	hypers = 17 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-269-18-12	Δ = 269	bi.bi = 18	b0.bi = 12	hypers = 19 x (irr-A5-6) + 8 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-269-21-13-a	Δ = 269	bi.bi = 21	b0.bi = 13	hypers = 19 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-269-21-13-b	Δ = 269	bi.bi = 21	b0.bi = 13	hypers = 18 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-270-18-12	Δ = 270	bi.bi = 18	b0.bi = 12	hypers = 20 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-270-21-13-a	Δ = 270	bi.bi = 21	b0.bi = 13	hypers = 19 x (irr-A5-6) + 5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-270-21-13-b	Δ = 270	bi.bi = 21	b0.bi = 13	hypers = 20 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-271-18-12-a	Δ = 271	bi.bi = 18	b0.bi = 12	hypers = 21 x (irr-A5-6) + 1 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-271-18-12-b	Δ = 271	bi.bi = 18	b0.bi = 12	hypers = 22 x (irr-A5-6) + 6 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-272-18-12-a	Δ = 272	bi.bi = 18	b0.bi = 12	hypers = 22 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-272-18-12-b	Δ = 272	bi.bi = 18	b0.bi = 12	hypers = 23 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-273-18-12-a	Δ = 273	bi.bi = 18	b0.bi = 12	hypers = 24 x (irr-A5-6) + 1 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-273-18-12-b	Δ = 273	bi.bi = 18	b0.bi = 12	hypers = 23 x (irr-A5-6) + 2 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-274-18-12-a	Δ = 274	bi.bi = 18	b0.bi = 12	hypers = 25 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-274-18-12-b	Δ = 274	bi.bi = 18	b0.bi = 12	hypers = 24 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-274-36-18-a	Δ = 274	bi.bi = 36	b0.bi = 18	hypers = 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-35) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-275-18-12-a	Δ = 275	bi.bi = 18	b0.bi = 12	hypers = 25 x (irr-A5-6) + 3 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-275-18-12-b	Δ = 275	bi.bi = 18	b0.bi = 12	hypers = 26 x (irr-A5-6) + 2 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-275-20-14	Δ = 275	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-20-q) + 6 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-275-33-17	Δ = 275	bi.bi = 33	b0.bi = 17	hypers = 9 x (irr-A5-15) + 1 x (irr-A5-35) + 2 x (irr-A5-70)
vtx-A05-275-36-18-b	Δ = 275	bi.bi = 36	b0.bi = 18	hypers = 1 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-35) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-275-36-18-d	Δ = 275	bi.bi = 36	b0.bi = 18	hypers = 3.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-275-36-18-e	Δ = 275	bi.bi = 36	b0.bi = 18	hypers = 5 x (irr-A5-20-q) + 2 x (irr-A5-35) + 2 x (irr-A5-70)
vtx-A05-275-36-18-f	Δ = 275	bi.bi = 36	b0.bi = 18	hypers = 2 x (irr-A5-6) + 3 x (irr-A5-20-q) + 2 x (irr-A5-35) + 2 x (irr-A5-84)
vtx-A05-276-18-12-a	Δ = 276	bi.bi = 18	b0.bi = 12	hypers = 27 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-276-18-12-b	Δ = 276	bi.bi = 18	b0.bi = 12	hypers = 26 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-276-20-14-a	Δ = 276	bi.bi = 20	b0.bi = 14	hypers = 1 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-276-20-14-b	Δ = 276	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-276-33-17-a	Δ = 276	bi.bi = 33	b0.bi = 17	hypers = 10 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-276-33-17-b	Δ = 276	bi.bi = 33	b0.bi = 17	hypers = 1 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-35) + 2 x (irr-A5-70)
vtx-A05-276-36-18-a	Δ = 276	bi.bi = 36	b0.bi = 18	hypers = 2 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 2 x (irr-A5-84)
vtx-A05-276-36-18-c	Δ = 276	bi.bi = 36	b0.bi = 18	hypers = 5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 2 x (irr-A5-70)
vtx-A05-276-36-18-d	Δ = 276	bi.bi = 36	b0.bi = 18	hypers = 3.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-276-36-18-e	Δ = 276	bi.bi = 36	b0.bi = 18	hypers = 1 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-276-36-18-f	Δ = 276	bi.bi = 36	b0.bi = 18	hypers = 4 x (irr-A5-20-q) + 1 x (irr-A5-21) + 3 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-276-60-22	Δ = 276	bi.bi = 60	b0.bi = 22	hypers = 6 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-56) + 1 x (irr-A5-105b)
vtx-A05-277-18-12-a	Δ = 277	bi.bi = 18	b0.bi = 12	hypers = 28 x (irr-A5-6) + 3 x (irr-A5-20-q) + 1 x (irr-A5-84)
vtx-A05-277-18-12-b	Δ = 277	bi.bi = 18	b0.bi = 12	hypers = 27 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-70)
vtx-A05-277-20-14-a	Δ = 277	bi.bi = 20	b0.bi = 14	hypers = 2 x (irr-A5-6) + 5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-277-20-14-b	Δ = 277	bi.bi = 20	b0.bi = 14	hypers = 1 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-277-20-14-c	Δ = 277	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-20-q) + 8 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-277-33-17-d	Δ = 277	bi.bi = 33	b0.bi = 17	hypers = 1 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-277-36-18-a	Δ = 277	bi.bi = 36	b0.bi = 18	hypers = 1 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 2 x (irr-A5-70)
vtx-A05-277-36-18-b	Δ = 277	bi.bi = 36	b0.bi = 18	hypers = 2 x (irr-A5-6) + 3 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-84)
vtx-A05-277-36-18-c	Δ = 277	bi.bi = 36	b0.bi = 18	hypers = 2 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-277-36-18-d	Δ = 277	bi.bi = 36	b0.bi = 18	hypers = 1 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-277-36-18-e	Δ = 277	bi.bi = 36	b0.bi = 18	hypers = 5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-277-36-18-f	Δ = 277	bi.bi = 36	b0.bi = 18	hypers = 4 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-277-36-18-g	Δ = 277	bi.bi = 36	b0.bi = 18	hypers = 3 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 2 x (irr-A5-84)
vtx-A05-277-60-22	Δ = 277	bi.bi = 60	b0.bi = 22	hypers = 1 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-56) + 1 x (irr-A5-105b)
vtx-A05-278-20-14-a	Δ = 278	bi.bi = 20	b0.bi = 14	hypers = 1 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-278-20-14-b	Δ = 278	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-20-q) + 9 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-278-20-14-c	Δ = 278	bi.bi = 20	b0.bi = 14	hypers = 3 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-278-20-14-d	Δ = 278	bi.bi = 20	b0.bi = 14	hypers = 2 x (irr-A5-6) + 5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-278-33-17-b	Δ = 278	bi.bi = 33	b0.bi = 17	hypers = 3 x (irr-A5-6) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-278-33-17-d	Δ = 278	bi.bi = 33	b0.bi = 17	hypers = 2 x (irr-A5-6) + 1 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-278-36-18-a	Δ = 278	bi.bi = 36	b0.bi = 18	hypers = 3 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-84)
vtx-A05-278-36-18-b	Δ = 278	bi.bi = 36	b0.bi = 18	hypers = 2 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-278-36-18-c	Δ = 278	bi.bi = 36	b0.bi = 18	hypers = 1 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-278-36-18-d	Δ = 278	bi.bi = 36	b0.bi = 18	hypers = 1 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 2 x (irr-A5-21) + 2 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-278-36-18-e	Δ = 278	bi.bi = 36	b0.bi = 18	hypers = 4 x (irr-A5-20-q) + 2 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-278-60-22	Δ = 278	bi.bi = 60	b0.bi = 22	hypers = 2 x (irr-A5-6) + 7 x (irr-A5-20-q) + 1 x (irr-A5-56) + 1 x (irr-A5-105b)
vtx-A05-279-20-14-a	Δ = 279	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-20-q) + 10 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-279-20-14-b	Δ = 279	bi.bi = 20	b0.bi = 14	hypers = 2 x (irr-A5-6) + 5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-279-20-14-c	Δ = 279	bi.bi = 20	b0.bi = 14	hypers = 3 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-279-20-14-d	Δ = 279	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-6) + 6 x (irr-A5-20-q) + 2 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-279-20-14-e	Δ = 279	bi.bi = 20	b0.bi = 14	hypers = 1 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-279-33-17-h	Δ = 279	bi.bi = 33	b0.bi = 17	hypers = 2 x (irr-A5-6) + 8 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-279-36-18-a	Δ = 279	bi.bi = 36	b0.bi = 18	hypers = 4 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-21) + 2 x (irr-A5-84)
vtx-A05-279-36-18-b	Δ = 279	bi.bi = 36	b0.bi = 18	hypers = 3 x (irr-A5-6) + 5 x (irr-A5-20-q) + 2 x (irr-A5-21) + 1 x (irr-A5-70) + 1 x (irr-A5-84)
vtx-A05-279-36-18-c	Δ = 279	bi.bi = 36	b0.bi = 18	hypers = 2 x (irr-A5-6) + 6 x (irr-A5-20-q) + 2 x (irr-A5-21) + 2 x (irr-A5-70)
vtx-A05-279-36-18-d	Δ = 279	bi.bi = 36	b0.bi = 18	hypers = 1 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-279-36-18-e	Δ = 279	bi.bi = 36	b0.bi = 18	hypers = 4 x (irr-A5-20-q) + 3 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-280-7-9	Δ = 280	bi.bi = 7	b0.bi = 9	hypers = 30 x (irr-A5-6) + 9 x (irr-A5-15)
vtx-A05-280-20-14-a	Δ = 280	bi.bi = 20	b0.bi = 14	hypers = 1 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-280-20-14-b	Δ = 280	bi.bi = 20	b0.bi = 14	hypers = 2 x (irr-A5-6) + 5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-280-20-14-c	Δ = 280	bi.bi = 20	b0.bi = 14	hypers = 3 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-280-20-14-d	Δ = 280	bi.bi = 20	b0.bi = 14	hypers = 5 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 4 x (irr-A5-35)
vtx-A05-280-20-14-e	Δ = 280	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-6) + 6 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-280-33-17-b	Δ = 280	bi.bi = 33	b0.bi = 17	hypers = 2 x (irr-A5-6) + 9 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-280-36-18-a	Δ = 280	bi.bi = 36	b0.bi = 18	hypers = 2 x (irr-A5-6) + 5 x (irr-A5-20-q) + 3 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105a)
vtx-A05-280-36-18-b	Δ = 280	bi.bi = 36	b0.bi = 18	hypers = 1 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-105a)
vtx-A05-280-48-20-d	Δ = 280	bi.bi = 48	b0.bi = 20	hypers = 7 x (irr-A5-15) + 5 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-280-64-24-a	Δ = 280	bi.bi = 64	b0.bi = 24	hypers = 6 x (irr-A5-21) + 1 x (irr-A5-189)
vtx-A05-280-64-24-b	Δ = 280	bi.bi = 64	b0.bi = 24	hypers = 5 x (irr-A5-21) + 1 x (irr-A5-105a) + 1 x (irr-A5-105b)
vtx-A05-281-7-9	Δ = 281	bi.bi = 7	b0.bi = 9	hypers = 31 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 8 x (irr-A5-15)
vtx-A05-281-20-14-a	Δ = 281	bi.bi = 20	b0.bi = 14	hypers = 4 x (irr-A5-6) + 6 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-21) + 2 x (irr-A5-35)
vtx-A05-281-20-14-b	Δ = 281	bi.bi = 20	b0.bi = 14	hypers = 3 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-281-20-14-c	Δ = 281	bi.bi = 20	b0.bi = 14	hypers = 2 x (irr-A5-6) + 5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 4 x (irr-A5-21)
vtx-A05-281-20-14-d	Δ = 281	bi.bi = 20	b0.bi = 14	hypers = 5 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 3 x (irr-A5-35)
vtx-A05-281-20-14-e	Δ = 281	bi.bi = 20	b0.bi = 14	hypers = 6 x (irr-A5-6) + 7 x (irr-A5-20-q) + 4 x (irr-A5-35)
vtx-A05-281-33-17-j	Δ = 281	bi.bi = 33	b0.bi = 17	hypers = 3 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 3 x (irr-A5-21) + 1 x (irr-A5-105a)
